date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:37:20	138/138	---MCZ	200	added ('OK')	text/plain	date:Tue,%2010%20Dec%202024%2007:37:20%20UTC	https://yumsitchyfeet.com/robots.txt		(from )
15:37:20	150729/150729	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Dec%202024%2007:37:20%20UTC	https://yumsitchyfeet.com/kundasang-trip-itinerary-for-all-budgets/	C:/My%20Web%20Sites/Kundasang%20Trip%20Itinerary%20For%20All%20Budgets/yumsitchyfeet.com/kundasang-trip-itinerary-for-all-budgets/index.html	(from )
15:37:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Dec%202024%2007:37:21%20GMT	https://yumsitchyfeet.com/kundasang-trip-itinerary-for-all-budgets/GET	C:/My%20Web%20Sites/Kundasang%20Trip%20Itinerary%20For%20All%20Budgets/yumsitchyfeet.com/kundasang-trip-itinerary-for-all-budgets/GET.0.delayed	(from https://yumsitchyfeet.com/kundasang-trip-itinerary-for-all-budgets/)
15:37:22	824/824	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20Dec%202024%2007:37:22%20GMT	https://yumsitchyfeet.com/detroitchicago/boise.js	C:/My%20Web%20Sites/Kundasang%20Trip%20Itinerary%20For%20All%20Budgets/yumsitchyfeet.com/detroitchicago/boise.js	(from https://yumsitchyfeet.com/kundasang-trip-itinerary-for-all-budgets/)
15:37:22	824/824	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20Dec%202024%2007:37:22%20GMT	https://yumsitchyfeet.com/detroitchicago/boise.js?gcb=195-0&cb=5	C:/My%20Web%20Sites/Kundasang%20Trip%20Itinerary%20For%20All%20Budgets/yumsitchyfeet.com/detroitchicago/boise45f7.js	(from https://yumsitchyfeet.com/kundasang-trip-itinerary-for-all-budgets/)
15:37:23	10813/10813	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20Dec%202024%2007:37:23%20GMT	https://yumsitchyfeet.com/parsonsmaize/abilene.js	C:/My%20Web%20Sites/Kundasang%20Trip%20Itinerary%20For%20All%20Budgets/yumsitchyfeet.com/parsonsmaize/abilene.js	(from https://yumsitchyfeet.com/kundasang-trip-itinerary-for-all-budgets/)
15:37:23	10813/10813	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20Dec%202024%2007:37:23%20GMT	https://yumsitchyfeet.com/parsonsmaize/abilene.js?gcb=195-0&cb=0db397a922	C:/My%20Web%20Sites/Kundasang%20Trip%20Itinerary%20For%20All%20Budgets/yumsitchyfeet.com/parsonsmaize/abilenef92b.js	(from https://yumsitchyfeet.com/kundasang-trip-itinerary-for-all-budgets/)
15:37:25	58863/58863	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Dec%202024%2007:37:24%20GMT	https://yumsitchyfeet.com/kundasang-trip-itinerary-for-all-budgets/POST	C:/My%20Web%20Sites/Kundasang%20Trip%20Itinerary%20For%20All%20Budgets/yumsitchyfeet.com/kundasang-trip-itinerary-for-all-budgets/POST.5.delayed	(from https://yumsitchyfeet.com/kundasang-trip-itinerary-for-all-budgets/)
15:37:25	114706/114706	---MCZ	200	added ('OK')	text/css	date:Wed,%2013%20Nov%202024%2019:05:22%20GMT	https://yumsitchyfeet.com/wp-includes/css/dist/block-library/style.min.css?ver=6.7.1	C:/My%20Web%20Sites/Kundasang%20Trip%20Itinerary%20For%20All%20Budgets/yumsitchyfeet.com/wp-includes/css/dist/block-library/style.min9704.css	(from https://yumsitchyfeet.com/kundasang-trip-itinerary-for-all-budgets/)
15:37:26	547/547	---MCZ	200	added ('OK')	text/css	date:Thu,%2004%20Apr%202024%2004:38:07%20GMT	https://yumsitchyfeet.com/wp-content/plugins/auto-terms-of-service-and-privacy-policy/css/wpautoterms.css?ver=6.7.1	C:/My%20Web%20Sites/Kundasang%20Trip%20Itinerary%20For%20All%20Budgets/yumsitchyfeet.com/wp-content/plugins/auto-terms-of-service-and-privacy-policy/css/wpautoterms9704.css	(from https://yumsitchyfeet.com/kundasang-trip-itinerary-for-all-budgets/)
